,review_title,text,rating
697,Truly Enchanting,"I loved this movie when I was 15 and equally love it now that I am close to 27. This movie is refreshing compared to the romantic comedies we are bombarded with today. For today romance of this kind is branded to be 'unrealistic' which makes me love this movie even more. She never slept with him before she married him, never had an ex, didn't turn into a drunk or drug addict, never had to talk incessantly about her career, no ridiculous night club scenes, relied more on her intelligence and wit then her looks and what was wonderfully refreshing was prince charming was exactly the same. They really don't portray couples like this anymore. Which makes us think they don't exist........but they do.. bravo for Ever After!",10
698,"After 46 years from ""Papaflessas""","Four years of research, study and work ... two different cities (Giannitsa and Thessaloniki) and a lot of love for Greek history needed to shoot the new film about the revolution of 1821. After 46 years from ""Papaflessas"" while we are approaching 200 years since the palligennesia our nation.The film ""Exodus 1826"" describes the story of 120 men from Samarina, Grevena and the surrounding villages, who rushed to help in the Mesolongi Exit in April 1826.It is an independent production. The direction and the script are by Vasilis TsikarasIt all started about 4 years ago when the director, Vasilis Tsikiras, reading about the revolution of 1821, was particularly moved by the story of ... the children of Samarina, and he wanted to understand the verse of the folk song ""Children of Samarina"".",10
699,A great effort of modern Greek Cinema!,"The Greek Independence War against the Ottoman Turkish Empire, is an AMAZING & IMPORTANT historical event that VERY FEW films hove covered - one or two Hollywood films and a couple dozen ""Kitsch"" Greek movies...This is the 1st film of this group/production.Their 2nd is ""Siege"" (2019). I wrote a large review for that 2nd film, go ahead and read it - its EXACTLY the same like this here, a GOOD effort with an average result.",6
700,Better than any 70's Greek Revolution drama,"There is no denying that this film has some obvious shortcomings. It moves slowly, it has rather weak dialogue and some of its parts lack authenticity.
However, it triumphs in an area where almost every other Greek patriotic film has failed and that is the detailed depiction of the inner conflict between the protagonists' personal feelings and their commitment to the national cause. In films like ""Papaflessas"" or ""Souliotes"" we see the heroes talk of self-sacrifice so many times and so pompously that everything looks unreal and unconvincing. Here we are faced with the human emotion as it really is. These men know they are going to lose their lives, but they decide to go and fight. They know what they leave behind, but they are determined to aid their compatriots and they march on. They are plagued by feelings of doom, but they still continue with their perilous journey. This inner conflict is depicted masterfully in the gloomy faces of the heroes, their stoic silences, their raw reactions, their melancholic movements.In short, ""Exodos 1826"" is a decent project and a fresh approach to the Greek patriotic film genre. It is not perfect, but it is undoubtedly a step forward.",6
701,Brilliant!,"The movie narrates the true (unknown) story of those men that left their homes in Greek village of Samarina to assist the besieged city of Messolongi during the Greek revolutionary war in 1826. Excellent acting, music, photography and a script that unfolds in a very dramatic way. A great movie",10
702,Terrific cinematography ...only that !,"You wait for something better when the last Greek film about the revolution 1821
was in 70's.Excluding the great landscapes and the terrific cinematography,the
acting was very poor and the direction doesn't have the real feeling. I was waiting for a climax that never came , too pity !",4
703,AMAZING!!!,"Such a brilliant film for its very low budget! 
Exodos 1826 is a emotional film that shows how brave the men back then were, not only they marched to help their compatriots with risk of being spotted and killed on their way from the Turkish/albanian troops, but also they knew that the Battle of Mesolongi was very difficult and of doubtful outcome!Worthy sons of their Hellenic name and origin!Bravo, we need more films like those",10
704,Bad,"The good : B. Tsikaras makes a movie with no budget and resources but he organizes a team of many people successfully and I respect that. Also the direction of photography is amazing, D. stampolis delivered a visually interesting story.
The bad : everything else. The script, acting, directing, action.",2
705,Three are talking and two are dancing....,"Α tasteless, badly made movie, without direction, script and performances. A total...""disaster"" or just another failed pseudo historical movie that wished to be ""epic""...A waste of time and resources, even if those were obviously restricted and insufficient. Probably, the worst movie of this category made in recent years, it can be paralleled with the equally ridiculous ""Fetih 1453"" of 2012.",1
706,A Very Long March...with soporific tendencies...,"I have just spent 1hr and 15 mins of a 1hr.36min film... watching a group of men walking through beautiful Greek mountains and countryside. There were occasional stops for some rather stilted dialogue. The womenfolk spent about maybe 15 mins in the whole film bemoaning their men's absence...
This is supposed to be a movie about a heroic group of Greeks marching to help Missolonghi fight the Turks. It could have been 'epic'... Instead, it turned into an 'epic' ...fight to stay awake. Walking, stopping, more walking. Night movement where the Greeks, in blazing white costumes...tried to remain unnoticed.
To say I was both disappointed and unimpressed would probably sum it up. Greeks can occasionally make really good TV and cinema, crisis or no crisis. Loufa kai Paralagi, the TV series is a hoot, really funny, and stands repeated watching. The first movie spin off (not the movie original) Seirines sto Aigeo, was also funny. Then Serines sti Steria less so, and after that descent followed rapidly.
This 'Exodos 26' is a case where promising material, a good story, could have been made really exciting and inspiring... but instead fell flatter than a pancake. I'd rather watch To Nisi TBH. Greeks could do with some really good cinematic/TV historical uplift. This is not it.
Sadly, Greece has a tendency to produce boring, stupid, or crazy ('Weird Wave') cinema/TV. Another rare exception to this was Aggigma Psyhis. But the exceptions are so few and far between, I spend ages on the Greek Movies website trying to find exceptions, and largely failing. L&P is there, AP is there. So is this.
It doesn't require an enormous budget to make a decent production. Just good actors, good script, and imaginative direction. Sadly, Greece, at present, while it might have the first, is sadly lacking in the other two. And I'm not the first to say this. Many of the fiercest critics of Greek TV/film are Greeks themselves.",2
707,Not a real production,"This is not a licensed, commercially available film.It's video (via YouTube) of production backstage and clips from the show.",1
708,Horrible,"This was the first play I ever walked out on. I did wait until the intermission but only out of respect to the other audience members and the cast. My only advice is, don't bring anyone to this for their first play as they may never go to another play again.",1
709,A feminine look on the effects of wars in a historical fantasy.,"This film is a victim of a racist and smear campaign. The smear campaign was so successful that two mayors put a ban on this film! As for the film, I can say that as a comedy film it serves its genre quite well. The cast is great. The setting is unbelievably stunning. The music is great for Turkish music lovers. The script is quite balanced and hilarious at times. The acting is superb. There are some flaws in the script and the rhythm of the film but overall it was quite entertaining and satisfactory. I would give a well-deserved 7 over 10 to this film of Mahzun Kırmızıgül. The 3.7 given by the voters on IMDb is totally biased and unfair.",7
710,What a disappointment!,"As a Turkish viewer who enjoyed most of Mahsun's movies, I must admit that this one fell short of my expectations. Basically intended to be a satirical comedy, this movie is actually lacking both character development and relevancy to the genre.
As Turkish audience, we have seen good examples of satirical comedy reflecting the Ottoman Period such as Sener Sen's Degirmen. But unfortunately the quality there is incomparable to this one. Besides I have seen some reviews here claiming that those who rate this movie low are doing it because Mahsun is opposed to the government and values in Turkey. I am sorry to see such comments because they show how polarized a society we are. For me, I consider myself to be one of those who call an ass an ass and don't care anyone's opposition to anything.",1
711,"Nice Work, Poor Vievers","This movie is not as good as Kirmizigul's previous movies because he tried his writing and directing skills in comedy. He tried something different. It's natural i think. This movie does not deserve that point. In Turkey so many viewers gave it low points because of the government party's voters. They blemished him and his project. They are thinking about Kirmizigul joking to Muslims and Muslim's symbols. They are thinking about he is member of a terrorist group in Turkey(They do not have any clues about this). This is a false charge. Without watching movie, they are just blemishing him.What a shame for Turkish people. I had given it 7 first, but for support i gave 8 for this project.",8
712,what a bummer,"I went to see this movie in the Netherlands with my Turkish friends. In the past I saw some pretty good Turkish movies, so I went to see this movie with let's say a positive prejudice. But this movie turned out a complete failure. I couldn't sit through the whole movie, so I left early. It was god awful. A child wouldn't write this screenplay, that bad. Probably one of the worst movies I ever saw, if not the worst movie. Complete waste of precious time and money, I wouldn't recommend anyone.",1
713,"Waste of time, waste of money","The reason i am writing this review is for those who actually liked Mahsun's previous movies and expect the same quality from this one, however i regret to tell you that you will be upset. I also find that failing with such budget and cast in Turkish movie industry should be really hard yet i consider this movie as a big fail.The humor is so cheap and coarse which makes the movie boring. I see many people are also judging the movie politically which is unfair however you don't need to give this movie a low rating because of your political view but because the movie quality is what it is.",1
714,It is quite good for a comedy,"I have seen many movies like that in turkey especially ""Kahpe Bizans"". In my opinion, this movie is better than Kahpe Bizans. That movie was also making fun of Ottoman time. However, people in turkey didn't quite show any negative reaction. However, when I see that people gave 3.7, the first thing came in my mind these rates are biased (Some local people encourage people to give negative feedback which is not good ). The movie deserves at least 7-8, not 3.7.",10
715,One of the Best movies!,"Don't look at the bad reviews, it was a nice movie. The bad reviews are people who do not know the culture and the language who went to watch the movie, and they didn't understand the jokes and the rumor and gave it a one star because they didn't understand a thing. And the Turkish people who gave it a one star does not support the producer of the writer of this movie, Mahsun Kirmizigul. Some reviews say that even a child wouldn't write the screenplay, the guy doesn't know what he is talking about they cannot even write a sentence of a small scene. So it is easy to talk and blame to movie in many ways, but at the end it was a great movie. All the actors were most famous actors in Turkey. The movie was flowing very nice, in fact I bought more than one ticket to support Mahsun. I loved the story and the way actors played each of their role. It was a different perspective. Don't watch the movie with prejudgment. GO WATCH IT, RECOMMENDED!",10
716,Satire and history,"Beautiful, funny and critical of the abuse of power by religious people.Watched this in the Netherlands and enjoyed it with family.Truly a shame how a collective boycott was organized to make sure this movie was rated so low on IMDB (below 5).It must have offended religious zealots.",9
717,Heartbreaking,"Angelina Jolie proves her directing chops with this feature. It takes place in 1975 as the U.S. military was leaving Vietnam and Cambodia. The Kmer Rouge were taking over, millions of Cambodians were displaced and killed. The star is a little girl who is the screenwriter of the material based on her best selling book. The story is horrific, as the family moves from a comfortable middle class existence to one of deprivation and starvation. The kids are great and the horrors of war are shown with an accurate eye by Ms. Jolie. She is a major talent as both an actress and director. One of the best films of the year.",8
718,The Khmer Rouge Effect through the Eyes of a Girl,"In the 70's, a Cambodian middle-class girl sees the lives of her family and her turning upside-down when the Khmer Rouge invades the Cambodia. They leave their comfortable apartment and lifestyle to live in a primitive working camp. Her father, a former officer, is killed and the family splits to survive.Angelina Jolie once again surprises with another great film about contemporary war and genocide directed by her. ""First They Killed My Father: A Daughter of Cambodia Remembers"" shows the effect of the revolution promoted by the Khmer Rouge in Cambodia through the eyes of an innocent seven year-old girl. Her family is separated and they fight to survive in a devastated country. The children have top-notch performances and Angelina Jolie succeeds in exploring the best from each one of them. The ""happy ending"" does not fit well to the storyline and maybe is the unique ""but"", probably imposed by producers. Even those that are not fans of Angelina Jolie with have to respect her work as director. My vote is seven.Title (Brazil): Not Available",7
719,Cambodian genocide,"With such a gut-wrenching subject matter of the Khmer Rouge regime and the memoir being such an emotionally complex read and going full throttle with the horror, 'First They Killed My Father' intrigued from the get go. Also wanted to see how actress Angelina Jolie fared as director, another reason for seeing the film. Saw 'First They Killed My Father' on Neflix a while ago but, as one can tell, it took me a while to get round to reviewing it, due to music commitments, my ""to watch and review"" list getting longer constantly and also that it took a while to gather my thoughts on the film. Can see both sides of the argument of both like and dislike. 'First They Killed My Father' is a very admirable film with a lot of strengths and some very powerful moments, but the memoir and the actual events are much more harrowing.'First They Killed My Father' is an incredibly well made film with some truly beautiful images, evocative production design and atmospheric scenery. Jolie directs more than competently, the visual style is spot on and she does a great job ensuring that the perspective doesn't get too biased or one-sided, like when Loung sees good in the enemy in the scene with the captured soldier. Telling the story through the eyes of a child was a brave choice and makes for a persuasive argument, this way prejudice and politics don't muddle or overshadow the story and the potential trap of being too innocent is thankfully strayed away from.There are moments of great poignancy and power, not just the above scene but also the older sister's murder, the scolding and especially the walk through the blood-stained forest (the closest the film gets to capturing the full horror of what the regime was like). 'First They Killed My Father' is a thought-provoking film too and the message resonates and is still an important one. Loung is a person one identifies with and roots for every step of the way, and Sareum Srey Moch's extraordinary and very touching performance is an enormous part of why.On the other hand, while the restrained approach is laudable and somewhat appreciated rather than going the excessively graphic and potentially gratuitous route, 'First They Killed My Father' doesn't quite go full force dramatically and could have taken more risks. Not be as intrepid in showing the regime's full horrors, which were bloody so the graphic nature actually would have been a valid and necessary approach. Can understand what the film was trying to do, but some genuinely powerful. harrowing and poignant scenes (especially the empathising of the captured soldier, the death of the sister, the scolding and the blood-stained forest) are not quite enough in a film that tends to treat the subject in a way that's too careful, muted and tame. A tighter pace, less of the idyllic lingering shots and images (beautiful they are and some make an emotional impact, but not escaping the traps of self-indulgence, being distracting and not having much to them other than looking good) and more dialogue (which may have given the film more flow and cohesion) would have probably solved this.In conclusion, good admirable film but could have been more. 7/10 Bethany Cox",7
720,Not sure what people want from movie,"The film is Netflix polished with breathtaking scenes and a suspenseful atmosphere. The story is based on truth from a 7 year old girls perspective during the rise of the Khmer Rouge in Cambodia.Scenes of family survival and the horrors of war hold up well and should be of delight to anyone interested in the politics that engulfed South East Asia during the 1970's.The dialogue in the movie is very basic but I'm left to wonder whether that was the intention as the story is from a small child's perspective trying to make sense of her surroundings.There is very little in character development or details on what is actually happening politically in the movie in most scenes.I would recommend people read into the Khmer Rouge before watching as it would make a more enjoyable movie experience, paying particular attention as the why Western Allied Nations supported such a brutal regime after the fall of Vietnam to the Communists.God bless to all those in Cambodia that lived and died through this troubled time, great movie and certainly brought regular tears to my eyes.",9
721,Short review with no spoilers!,"I saw this in Olympic Stadium earlier this year. The sets and costumes were terrific, as was the cinematography. I wasn't a big fan of the book that it was based on, but it was apparent that a lot of effort had gone into making the film adaptation historically accurate. The film is deliberately understated, and rather than showing much violence or gore, it instead has this implicit threat running below the surface. It's definitely worth seeing!",7
722,An incredibly moving story seen through the eyes of a child,"A movie based on Long Ung's autobiography about her childhood memories as a child soldier during the Khmer Rouge regime. First they Killed my Father is an incredibly moving story. The camera angles are set low and at times the story seems slow, and throughout has little dialogue, but in the end this works well in telling this story from a child's perspective.I did not expect that I would have been so emotional after watching this movie. And several times, I found myself revisiting both the troubling and precious moments portrayed in the film. Perhaps it's because my earliest memories of television are news film of war in Indochina, and the opening scenes briefly show Long Ung standing beside a black and white television, with similar vision playing while the Khmer Rouge are marching down the streets outside. I found myself trying to compare my childhood to hers. For me this alone is powerful. Don't expect any big history questions to be answered or seek to ask who's responsible, this isn't needed to see this story as it would have been seen through the eyes of a child.",8
723,A disappointing film adaptation with a few moving moments...,"As a survivor of the Khmer Rouge regime who has lost many family members during those terrible years (my father included), I was really looking forward to watching Jolie's adaptation of Loung Ung's harrowing book.Nearly four decades have past since the events occurred between 1975 and 1979, and only two major Hollywood films have been scripted out of this genocide which cost the lives of 2 to 3 millions Cambodians (we will never know the true numbers): 'The Killing Fields' and now this Netflix movie.Both movies are complimentary and only provide a very imperfect picture of these dark times (imagine the Holocaust being resumed to 2 movies vs the thousands that currently exist...). Yet, if you don't know much about that part of history, I would advise watching ""The Killing Fields"" first (despite all its flaws - mostly the 80s soundtrack which hasn't aged well), and also Rithy Panh's amazing documentaries such as 'S-21' and 'The Missing Picture'. These movies are far better than 'First they killed my father..."" which is very confounding given that Rithy Panh is also the main producer for this movie, and Loung Ung being the main screenwriter, one would have thought that it could have been a masterpiece.Yet what's really lacking in 'First they killed..."" is the direction and overall storytelling of the piece. It is too produced & polished cinematographically with too many crane/drone shots, too many pretty shots which don't really add to the tragedy and sense of urgency and despair but rather drown it down to a pretty Hollywood/Netflix production.I didn't mind Jolie's previous directorial works, but this one is truly underwhelming and doesn't do justice to the book, nor the torturous experience of the Killing Fields or the excruciating exodus journey that many Cambodians encountered during these 4 infamous years. Don't get me wrong, there are some very emotional scenes in the movie, such as the death of Loung Ung's oldest sister or the scene where her other sister gets scolded by a Khmer Rouge for eating a raw bean she just picked in the fields.No doubt that the challenge of telling the story from the vantage point of a child (the book's inspiration was I believe, Harper Lee's ""To Kill a Mockingbird"" and contained many more thoughts that gave it such as singular voice) was a hurdle. And I'm sad to say that the lack of voice-over or inner thoughts or even dates & location titling in the movie didn't do the final product any favors, especially for a movie being a POV piece. My guess is that the book was rightfully criticized for being a patchwork of many accounts of the Khmer Rouge years as opposed to just being one single account by a 5-year old girl, and so the movie took on the artistic choice to avoid some of the book's flaws regarding the adult language used by the heroin girl.This ultimately created a movie with very little dialogue, nor context as if the audience is just viewing it from a distant observer's vantage point. Reducing the experience of the Pol Pot regime to just images, sound effects, a few words from the parents and a few repeated phrases uttered by the KR soldiers... and yes some archival footage at the start of the film about the US involvement in the conflict... The multiple dream sequences were particularly cheesy to me and unnecessary showcased the way it was done... It really was detrimental to the storytelling and instead of giving a poetic dimension to the film, gave it a rather Disney kids movie feel.The choice of the main young actress is confounding too... She is very one-dimensional throughout the whole movie, showing the same facial expression from beginning to the end with a few tears here and there. Her accompanying brother and sisters were far better actors, especially her only sister who survives - she was outstanding.As a survivor of the regime, I'm probably too attached to the subject matter. Yet, I feel that this movie had such an important role to play for the Cambodian cause and will play such a role due to it being prominently showcased right now, and I know that the director, producer and writer wanted to do their best given how connected they are to that cause.Ultimately this film is still a valuable watch, especially for those who don't know much about these grim years of terror. It will serve its purpose albeit being a very flawed movie in terms of screenplay, direction and conventional production. Here's hope for more movies about this dark period of history as more people become aware of it.It is technically pristine with nice cinematography, costume and art/set design/production, but lacks urgency, grit, guts, context, direction and purpose by being too attached to wanting to make it look like a movie a la ""Schindler's List""... even the end is reminiscent of some of Spielberg's productions where the real Loung Ung and her surviving family pray in front of Buddhist monks on the grounds of an Angkor Temple... I'm really surprised that Rithy Panh would have used such a cliché to end the movie with... which makes me think that it was probably the director or writer's bad call.For those who want to learn more about the history, watch the other films I mentioned earlier which are far better movies than this Netflix production... Or just read Loung Ung's book if you liked the movie.. or better yet read ""Cambodia Year Zero"" by Francois Ponchaud, or ""When the war was Over"" by Elizabeth Becker as well as Rithy Panh's books.",5
724,Disappointingly mundane,"FIRST THEY KILLED MY FATHER is the high-profile exploration of life under the Khmer Rouge, based on a non-fiction novel and filmed by Angelina Jolie. I found it a somewhat overrated experience that feels overlong and disappointingly mundane, sugar-coating some of the material (this has a happy ending, no less) and toning down all of the violence and depravity that took place in Cambodia in the 1970s. I'm not a gorehound looking for sadistic entertainment, but I did expect something a little more than endless drawn-out scenes of a young girl witnessing death and chaos but somehow always feeling on the outside. There's no real emotional value here, and although the film is very well shot and authentically acted, it just feels like a missed opportunity in comparison to something genuinely powerful like THE KILLING FIELDS.",4
725,Phenomenal film! Highly recommend.,"Exquisite cinematography, phenomenal performances, and a magnificent account of modern day genocide. Based on the incredible memoir by Loung Ung, First They Killed My Father: A Daughter of Cambodia Remembers, tells a haunting story of survival. The images stay with you long after the film concludes, and you're left with an indelible memory of atrocities that are scarcely known. As well as an understanding of how human beings can transcend staggering circumstances. Must see!",10
726,The Killing Fields Revisited,"(RATING: ☆☆☆☆ out of 5) GRADE: B THIS FILM IS RECOMMENDED.IN BRIEF: An impressive film that authentically addresses the subject of war and, despite some missteps, builds to a powerful conclusion.SYNOPSIS: The true story of a young Cambodian child forced to survive during the Khmer Rouge uprising.JIM'S REVIEW: Opening this weekend, and streaming on Netflix, is Angelina Jolie's powerful docudrama, First They Killed My Father (subtitled A Daughter of Cambodia Remembers), a film that shows war through the eyes of a five year old child. One can readily admire the fortitude and devotion that this actress / director applies to her film. It is a sad and harrowing tale that occurs too often in this violent world of ours. With little dialog, the film tells the compelling tale of Loung Ung (Sareum Srey Moch, making an impressive debut) as she overcomes oppression in order to survive. Using all Cambodian actors speaking their native language, Ms. Jolie wrote the screenplay, along with the author, and she relies on strong visuals to reveal the escalating tensions that once destroyed a small nation. The basic story is involving and realistically viewed, but the movie unfolds at a sluggish pace, especially in the first half hour with too many scenes focusing on the hardships occurring before the actual titled event even happens off-screen. We watch our heroine forced to become a prisoner in an internment camp, along with her family, before becoming a child soldier. Yet the historical aspects of the story are rarely addressed for any moviegoers who may not know the backstory of the rise of the Khmer Rouge regime and the genocide and enslavement that followed in mid-70's Cambodia. (Approximately two million Cambodians were killed due to warfare, starvation, and forced labor.) We see the various happenings that endanger this child and her family but we are also trying to sort out and unravel these sudden and abrupt changes to their everyday existence, mainly through the photo-journalistic approach to the narrative rather than understand the words spoken.Loung Ung's autobiographical memoir about her family becoming casualties of war is told honestly, if a bit one-sided, with the director's sometimes heavy-handed treatment of the Vietnam War and her humanitarian leanings interfering with the film's momentum. There are flashbacks and dream fantasies that simply get in the way of the basic compelling story. Judicious editing would have given the film even more impact. Ms. Jolie's direction starts off shaky and uneven. Her film is wildly accurate and hyper-realistic at times and yet languid and tedious in its details in other moments. Using her ""Sympathy to the Devil"" opening montage with archival newsreel footage and scenes of American involvement in the War Without a Name is a class in Cliché Filmmaking 101. She introduces Ms. Ung's family with their wealthy privileged lifestyle due to her father governmental job and their happy home before slowly beginning to contrast the ""then and now"" aspects of the family's ordeal. Soon they and thousand of other sympathizers are exiled and put into camps and later being separated as a family unit. Yet if one doesn't lose interest and continues on this journey, the film builds to an emotional conclusion. It is in the film's second half where Ms. Jolie delivers with many striking images (a tearful child clutching onto her long lost stuffed animal, a dead body washed ashore and seen by gaping children, child laborers being victimized and abused), All of these images resonate. Her direction is most effective in other scenes of violence and brutality, as in her climactic battle sequence involving land mines that is intensely filmed and riveting. (Special mention to Anthony Dod Mantle for his stunning cinematography.)First They Killed My Father is ultimately an impassioned plea for unity, understanding, and empathy that tries and eventually succeeds as it asks us to remember the past. Ms. Jolie's reverent film serves as a lasting testament to the human spirit.",8
727,"An Extraordinary Movie, Angelina Beyond !!!","Angelina Jolie, brings us another movie, she seems to be getting into this role as a filmmaker. This film that shows the stark reality of the deployment of the Communist regime in Cambodia, through the eyes of the protagonist a girl still, based on the book she wrote of her memories, many years later, is this little treasure that our actress brings us to tell through movie light.It is a visceral film, it shows the authoritarian action of a people that borders on the madness in political terms, an action made of philosophy and arms as it reminds us was of German Nazism. The ""revolutionaries"" try to disqualify everything that had been done so far in the country and put in place a strange world. What is most strange is the fact of speaking in justice, but a justice full of hatred that completely abandons love.In this new world, only the new posture matters, philosophical arguments are used to exploit the work, and the worst, destroying the family cell is something that I imagine is destroying all the noble values ​​of humankind. It was a realization of the collective madness that was disseminated in the world as a new a world-wide solution, which, in fact, only exchanged hands with the holders of power and placed at the center of it the power to impose by force of arms the new power, which took the liberty of all.A visceral film that hurts the soul, and at the same time makes us understand (to whoever really wants, of course) some of the political ways and doctrines that have come to hover over the history of the world and show themselves in the course of history as something that did not comply with the philosophical precepts he preached. I ask you to watch and make your reflections, a film of a haughtiness far above what you see in movies. This goes beyond simple reflection, because it is a film of few dialogues and a lot of description of real facts.",10
728,The movie adaption of the book with the same title. Loung Ung recalled her memory as the Khmer Rough took over the nation.,"First of all, I think the way Jolie directed this movie is beautiful and real. Words couldn't describe how appreciated I am for her to put this bitter history of Cambodia on screen.The only thing that kept bugging my mind is that I didn't feel the sympathy and frights as much as I supposed to do. There were so many times where I felt like the book could be way far better than the action movie (despite the fact that, I haven't even read the book). The movie ravels the story from the perspective of a kid so it is very understandable that there was very few dialog and there could be lots of time where you feel like---blank, nothing. There were times where the girl found herself in the middle of chaos, unable to process whats going on---and while watching such scenes, I could imagine myself intriguing to her thoughts in the book instead. What I mean is, the movie is without doubt, a masterpiece, but I don't think it is the best choice to tell this traumatic event through a kid perspective. Tho I think movie like this need to be produced, I can't deny that there are more cons than the pros for letting adults hear the story of a war from a kid.However, That was the only problem with the movie and it clearly deserves a watch. Especially for those who have known basic history of this event, I think you're going to enjoy it very much. I would definitely watch it all over again any day. (Please excuse all the written mistakes as English is not my native language.)",8
729,A Little Girl Watches As The Khmer Rouge Takes Over Cambodia,"This is a very powerful movie, based on a memoir by Loung Un, that depicts the trials of one family in Cambodia. Opening in Phnom Penh, the family is shown to be happy, prosperous and comfortable, living in a beautiful apartment with few worries. ""Pa"" is an officer in the pro-American government's military. But as the US commitment in neighbouring Vietnam collapses, the US withdraws from Cambodia, and Phnom Penh is overrun with guerrillas from the Khmer Rouge. People are expelled from the city, and the rest of the movie depicts the brutal treatment of the Khmer Rouge toward these refugees who required ""re-education,"" whose personal possessions were taken away and who were forced to work in labour camps, supplying food to the soldiers whole they themselves faced virtual starvation, with many of the children being taught to become killing machines for the new regime. The movie is largely told through the eyes of Loung, and it's certainly eye-opening for viewers, as we're exposed to the inhumanity (on all sides) of warfare.Directed by Angelina Jolie (who I thought did a fabulous job) the film doesn't paint a simplistic portrait of ""Khmer Rouge bad, Americans good."" It was the US that decided to start a bombing campaign in neutral Cambodia, after all, turning much of the rural population against them and those who were looked on as their allies - mainly the city dwellers, and especially former government officials and soldiers. The decision to film the movie in Cambodian (rather than having the actors speak English with Cambodian accents or dubbing the dialogue into English) was a good one that gave even more of a feel of authenticity to this. The portrayal of Loung (by a Cambodian child actress named Sreymoch Sareum) was superb and powerful. Starting out as a fun-loving, somewhat mischievous little girl, the range of emotions shown as she deals with the nightmare she fell into was absolutely raw. I did find that the last half hour (as Loung finds herself first with the Vietnamese and then in a Red Cross camp) was a little bit confusing.It might help if a viewer has a little bit of knowledge about the history of Cambodia in this period and especially about the Khmer Rouge regime, but it's not vital. The story itself lets you know what you need to know and the heartache you feel for Loung (and her siblings, and really everyone who was caught up in this madness as their worlds were turned upside down) is very deep and very real. It's a powerful experience to watch this. (8/10)",8
730,Real,"I only like realistic movies and this is as real as it gets. Incredible acting and directing. I'm still amazed at how they get six year olds to act so authentically. If you like historically accurate movies, this one's for you. If anything, they downplayed the brutality of Pol Pot and the Khmer Rouge.",8
731,A one-dimensional portrait of a tragic episode,"The Khmer Rouge regime in Cambodia attempted to end the class war in the most emphatic fashion, namely by ending the existence of the higher social classes. It evacuated the cities and attempted to construct a peasant nation, forcing so- called intellectuals into brutal work camps. In additionally intentionally killing anyone it identified as an enemy, it moreover brought famine upon those it did not intend to kill (though population reduction was arguably a goal in itself). Few if any other governments are responsible for the deaths of so many of their populations. The story was told famously in 'The Killing Fields', shot shortly after the overthrow of the regime, but Angelica Jolie has now made a new movie about this era, based on the testimony of a survivor. On one hand, 'First They Killed My Father' boldly eschews Hollywood-style narratives; on the other, it also eschews much in the way of explanation. A series of bad things happen to the daughter of a previously prosperous family, and that's all. Without the narrative, one feels this might have been better had it been shot as a documentary reconstruction. It would also have been interesting to learn more about what enabled the rise of the Khmer Rouge and what led Cambodia down such an awful path: the only answer we get is American bombing, but in Vietnam, for example, there was an orthodox communist regime that did not resort to pure genocide. As it is, the film is a worthwhile reminder of what awful things humans can do to each other; but not completely compelling as either story or history.",6
732,Definitely worth a watch.,Very powerful imagery of a (civil) war from the perspective of a little girl. The movie does a good job of building tension and delivering near the end. I can only highly recommend this movie although maybe not to the faint of heart: the minefield scene is especially (and applicably) horrid.,8
733,A visual feast with plenty to chew on after it has finished,"This is a visually very interesting film as it uses lots of different styles of shots to tell the story - from almost POV to put you in the scene, to aerial views which distance yourself, but also are more aesthetic. The story itself is understated and shown rather than told, with a fairly minimal amount of dialogue. The story itself is tragic and fascinating, and as it is based on a true story, also horrifying. And whilst it bears comparison with The Killing fields, the fact that it shows how children were turned into soldiers and killers make it almost a counterpoint to that film.",8
734,Excellent moving account of a history,"Angelina Jolie is a superb director in this film. Perfect casting, great cinematography and staging, fluid story. Seeing the events from the point of view of a child really impressed me and conveyed all the horror of that conflict. Jolie has shown that she is a sensitive individual who does not follow Hollywood mediocre guidelines; she is led by intelligence, knowledge and a strong instinct to deliver a message to the world.",10
735,Extremely slow and boring despite the subject matter.,"First They Killed My Father is a new film directed by Angelina Jolie that documents one girl's journey through the horrific Cambodian genocide. This is a completely foreign film, with the only English being the news footage in the beginning, and it is filmed entirely in Cambodia. Going into this movie I wanted an emotional experience that would enthrall me from beginning to end, similar to Beasts of No Nation or even 12 Years a Slave. Despite that, I still try to keep my expectations even. I cannot tell you how often I checked the time. This film dragged on like few other films I have seen recently have, and that is exponentially disappointing. Basically all that happens in this film are the main characters moving from place to place, and scenes where people say goodbye. That's about it. I'm not trying to criticize any movie for not having enough happening, because films can be great and meaningful without having any major action scenes. With that being said, First They Killed My Father is just plain boring, and there is not enough meaning behind it to invest me into every single scene. There are entire sequences that show the protagonists just working, and I feel like they could have edited it down a little to not make the film drag so much. I also think that the filmmakers could have showed a little bit more of what the main girl's life was like before the events. They reduces this to one scene near the beginning and some flashback images, but this doesn't feel like enough. However, it is not all bad. Angelina Jolie puts a lot of artistry into her direction here, with some very unique point of views. There is also a lot of talent in most of the performances, who emote the experiences that they are going through wonderfully. The cinematography is also beautiful, making this a very good looking film.Unfortunately, none of these good things can save a painfully dull film. Given the interesting subject matter, you'd think that this would instantly be a masterpiece, but sadly that was not the case. Jolie tries to let the subject matter do the work for her, and that isn't enough.I give First They Killed My Father: A Daughter of Cambodia Remembers a C.",5
